,bvdid,closing_date,ebitda,r_d_expenses_operating_revenue,research_development_expenses,number_of_employees,type_of_entity,category_of_the_company,Deal_number,"Deal value
m EUR",Target country code,Acquiror country code,Acquired stake (%),Final stake (%)
254,AU112320251,2012,,,,,,,6511.0,0.48*,AU,AU,2.271,16.98600
255,AU112320251,2011,,,,,,,6689.0,0.36*,AU,AU,1.333,14.74300
256,AU088221078,2011,-577334.0,0.0,0.0,,Corporate,Very large company,880.0,,AU,AU,1.0,37.27000
257,AU088221078,2011,-1455349.0,0.09,4645.0,,Corporate,Very large company,880.0,,AU,AU,1.0,37.27000
258,AU088221078,2012,-3430457.0,5.99,318924.0,,Corporate,Very large company,6147.0,0.79,AU,AU,7.13,44.40000
259,AU088221078,2012,-8181161.0,6.12,318697.0,,Corporate,Very large company,6147.0,0.79,AU,AU,7.13,44.40000
260,JP6011101059489,2012,6850275.0,0.75,801416.0,477.0,Corporate,Very large company,883.0,,JP,JP,3.761,13.16200
261,JP6011101059489,2012,,0.0,0.0,477.0,Corporate,Very large company,883.0,,JP,JP,3.761,13.16200
262,JP6011101059489,2011,,,,,,,6717.0,0.34,JP,JP,8.2,8.20000
263,JP7300001006281,2012,302874658.0,10.71,136121577.0,2718.0,Corporate,Very large company,884.0,,JP,JP,15.0,15.00000
264,JP7300001006281,2012,,0.0,0.0,1428.0,Corporate,Very large company,884.0,,JP,JP,15.0,15.00000
265,AU001657370,2006,27905000.0,0.0,0.0,,Corporate,Very large company,885.0,,AU,AU,8.0,49.00000
266,AU001657370,2006,27904875.0,0.0,0.0,,Corporate,Very large company,885.0,,AU,AU,8.0,49.00000
267,JP9011101031552,2011,7896528321.0,0.97,281644497.0,18418.0,Corporate,Very large company,889.0,,JP,JP,8.5,8.50000
268,JP9011101031552,2022,,,,,,,1640.0,39.70*,JP,JP,22.56,32.04000
269,JP9011101031552,2013,7762493175.0,0.79,239550610.0,20238.0,Corporate,Very large company,2152.0,6.06,JP,JP,3.548,3.54800
270,JP9011101031552,2013,6761357428.0,0.3,54985491.0,11231.0,Corporate,Very large company,2152.0,6.06,JP,JP,3.548,3.54800
271,JP9011101031552,2011,7896528321.0,0.97,281644497.0,18418.0,Corporate,Very large company,8639.0,1406.60*,JP,JP,29.261,29.26100
272,JP9010401049949,2005,,,,,,,891.0,,JP,JP,4.8,4.80000
273,JP6010001135680,2012,107273516.0,0.05,838502.0,5936.0,Corporate,Very large company,894.0,,JP,JP,22.0,22.00000
274,JP6010001135680,2012,89145477.0,0.05,838502.0,4393.0,Corporate,Very large company,894.0,,JP,JP,22.0,22.00000
275,JP2120001049007,2012,34925413.0,0.0,0.0,1020.0,Corporate,Very large company,895.0,,JP,JP,41.25,41.25000
276,JP2120001049007,2012,30559737.0,0.0,0.0,766.0,Corporate,Very large company,895.0,,JP,JP,41.25,41.25000
277,JP000090924JPN,2012,,,,,,,897.0,,JP,JP,40.0,40.00000
278,AU120394194,2012,1769462.0,0.0,0.0,,Corporate,Small company,898.0,,AU,AU,25.0,25.00000
279,JP9120001059651,2012,90840708.0,1.82,10426585.0,1415.0,Corporate,Very large company,903.0,,JP,JP,20.0,40.00000
280,JP9120001059651,2012,60517940.0,2.26,10244302.0,312.0,Corporate,Very large company,903.0,,JP,JP,20.0,40.00000
281,JP2010501010131,2012,16675490.0,0.0,0.0,265.0,Corporate,Very large company,904.0,,JP,JP,22.8,27.00000
282,JP9390001002171,2013,26984648.0,0.0,0.0,1071.0,Corporate,Very large company,906.0,,JP,JP,10.0,10.00000
283,AU108507517,2010,-2094105.0,0.0,0.0,,Financial company,Medium sized company,907.0,,AU,AU,1.53,6.70000
284,AU108507517,2012,-2697903.0,0.0,0.0,,Financial company,Medium sized company,7616.0,0.1,AU,AU,2.82,18.15000
285,AU108507517,2011,-2753666.0,0.0,0.0,,Financial company,Medium sized company,7662.0,0.08,AU,AU,1.23,9.16000
286,AU108507517,2011,-2753666.0,0.0,0.0,,Financial company,Medium sized company,7677.0,0.07,AU,AU,1.12,10.28000
287,AU108507517,2011,-2753666.0,0.0,0.0,,Financial company,Medium sized company,7725.0,0.06,AU,AU,1.39,11.67000
288,AU108507517,2012,-2697903.0,0.0,0.0,,Financial company,Medium sized company,7754.0,0.05,AU,AU,1.86,13.53000
289,AU108507517,2012,-2697903.0,0.0,0.0,,Financial company,Medium sized company,7768.0,0.05,AU,AU,1.69,15.22000
290,AU108507517,2010,-2094105.0,0.0,0.0,,Financial company,Medium sized company,7771.0,0.05,AU,AU,1.23,7.93000
291,AU108507517,2010,-2094105.0,0.0,0.0,,Financial company,Medium sized company,7793.0,0.04,AU,AU,0.695,5.82300
292,AU108507517,2012,-2697903.0,0.0,0.0,,Financial company,Medium sized company,7882.0,0.02,AU,AU,1.03,19.18000
293,JP5290001007779,2012,,0.0,0.0,53.0,Corporate,Large company,908.0,,JP,JP,30.0,30.00000
294,AU111695357,2013,-577541.0,0.0,0.0,,Financial company,Very large company,911.0,,AU,AU,19.9,19.90000
295,CN31362PC,2006,3452000.0,0.0,0.0,3460.0,Corporate,Very large company,915.0,,CN,CN,20.0,40.00000
296,JP4010401022860,2013,657826876.0,0.0,0.0,64834.0,Corporate,Very large company,920.0,,JP,JP,49.0,49.00000
297,JP4010401022860,2013,148532990.0,0.0,0.0,34312.0,Corporate,Very large company,920.0,,JP,JP,49.0,49.00000
298,AU009666700,2011,,,,,,,923.0,,AU,AU,0.94,20.71000
299,AU009666700,2010,,,,,,,5641.0,9.7,AU,AU,2.016,16.82500
300,AU100325184,2012,707461.0,0.0,0.0,,Financial company,Very large company,924.0,,AU,AU,1.258,10.07200
301,AU100325184,2007,13189000.0,0.0,0.0,,Financial company,Very large company,2351.0,3.23*,AU,AU,6.46,13.31000
302,JP4010401001245,2013,22578964.0,0.0,0.0,887.0,Corporate,Very large company,927.0,,JP,JP,20.0,20.00000
303,JP4010401001245,2013,14423435.0,0.0,0.0,589.0,Corporate,Very large company,927.0,,JP,JP,20.0,20.00000
304,JP4010401001245,2022,,,,,,,2920.0,2.21,JP,JP,9.7,9.70000
305,JP7120001057574,2014,297737293.0,1.27,37465734.0,8357.0,Corporate,Very large company,928.0,,JP,JP,30.0,30.00000
306,JP7120001057574,2014,61871702.0,0.0,0.0,525.0,Corporate,Very large company,928.0,,JP,JP,30.0,30.00000
307,JP7120001057574,2014,297737293.0,1.27,37465734.0,8357.0,Corporate,Very large company,3562.0,16.24,JP,JP,16.757,33.40600
308,JP7120001057574,2014,61871702.0,0.0,0.0,525.0,Corporate,Very large company,3562.0,16.24,JP,JP,16.757,33.40600
309,JP7120001057574,2012,375192997.0,1.15,39956423.0,7533.0,Corporate,Very large company,3783.0,13.74,JP,JP,14.704,18.99800
310,JP7120001057574,2012,92854935.0,11.26,26048234.0,423.0,Corporate,Very large company,3783.0,13.74,JP,JP,14.704,18.99800
311,JP6010001011147,2014,102576238.0,0.37,2971316.0,2353.0,Corporate,Very large company,929.0,,JP,JP,45.0,45.00000
312,JP6010001011147,2014,31485490.0,0.61,3513141.0,1557.0,Corporate,Very large company,929.0,,JP,JP,45.0,45.00000
313,JP6010001011147,2000,,,,,,,8373.0,,JP,JP,3.0,37.90000
314,JP5120001012382,2014,50044687.0,0.46,2683160.0,1129.0,Corporate,Very large company,930.0,,JP,JP,36.33,36.33000
315,JP5120001012382,2014,46808510.0,0.5,2683160.0,850.0,Corporate,Very large company,930.0,,JP,JP,36.33,36.33000
316,AU099084143,2014,,,,,,,934.0,,AU,AU,49.0,49.00000
317,IN34188FI,2014,233486013.0,0.0,0.0,,Corporate,Very large company,938.0,,IN,IN,34.5,49.00000
318,IN34188FI,2006,,,,,,,2962.0,2.14*,IN,IN,1.66,24.27000
319,JP9140001009530,2014,312158040.0,7.19,93505673.0,5401.0,Corporate,Very large company,939.0,,JP,JP,36.5,36.50000
320,JP9140001009530,2014,146224255.0,12.43,89951611.0,1905.0,Corporate,Very large company,939.0,,JP,JP,36.5,36.50000
321,JP9140001009530,2022,,,,,,,3998.0,1.95,JP,JP,5.511,5.51100
322,AU009487674,2014,3554055.0,0.0,0.0,,Financial company,Very large company,943.0,,AU,AU,10.0,10.00000
323,AU009487674,2015,3399683.0,0.0,0.0,,Financial company,Very large company,944.0,,AU,AU,30.0,40.00000
324,CN42528PC,2013,493464932.0,3.45,54362024.0,56490.0,Corporate,Very large company,952.0,,CN,CN,20.0,20.00000
325,CN40826PC,2015,-1033776.0,27.2,787713.0,119.0,Corporate,Very large company,967.0,,CN,CN,10.0,30.00000
326,JP8010401008344,2015,2697173.0,0.0,0.0,692.0,Corporate,Very large company,980.0,,JP,JP,20.0,20.00000
327,JP8010401008344,2015,2544906.0,0.0,0.0,652.0,Corporate,Very large company,980.0,,JP,JP,20.0,20.00000
328,JP6120001095071,2015,27578761.0,0.0,0.0,22.0,Corporate,Very large company,981.0,,JP,JP,30.6,30.60000
329,JP6120001095071,2015,20202892.0,0.0,0.0,20.0,Corporate,Very large company,981.0,,JP,JP,30.6,30.60000
330,JP6013401005189,2016,423640.0,0.0,0.0,198.0,Corporate,Very large company,989.0,,JP,JP,34.0,34.00000
331,JP6013401005189,2016,393179.0,0.0,0.0,195.0,Corporate,Very large company,989.0,,JP,JP,34.0,34.00000
332,JP8010401065757,2016,15751933.0,0.0,0.0,923.0,Corporate,Very large company,995.0,,JP,JP,9.38,9.38000
333,JP8010401065757,2016,,0.0,0.0,923.0,Corporate,Very large company,995.0,,JP,JP,9.38,9.38000
334,JP8010401065757,2016,2072335.0,0.0,0.0,536.0,Corporate,Very large company,995.0,,JP,JP,9.38,9.38000
335,JP8010401065757,2016,15751933.0,0.0,0.0,923.0,Corporate,Very large company,3904.0,12.6,JP,JP,42.0,42.00000
336,JP8010401065757,2016,,0.0,0.0,923.0,Corporate,Very large company,3904.0,12.6,JP,JP,42.0,42.00000
337,JP8010401065757,2016,2072335.0,0.0,0.0,536.0,Corporate,Very large company,3904.0,12.6,JP,JP,42.0,42.00000
338,JP8010401065757,2017,22730574.0,0.0,0.0,879.0,Corporate,Very large company,4690.0,4.88,JP,JP,44.06,44.06000
339,JP8010401065757,2017,,0.0,0.0,879.0,Corporate,Very large company,4690.0,4.88,JP,JP,44.06,44.06000
340,JP8010401065757,2017,5801989.0,0.0,0.0,514.0,Corporate,Very large company,4690.0,4.88,JP,JP,44.06,44.06000
341,JP8010401065757,2019,,,,,,,6115.0,0.81,JP,JP,6.302,41.10000
342,CN40577PC,2014,1025881483.0,0.0,0.0,9041.0,Corporate,Very large company,996.0,,CN,CN,49.0,49.00000
343,JP6010001087526,2016,3228632.0,0.29,129894.0,242.0,Corporate,Very large company,997.0,,JP,JP,9.4,9.40000
344,JP6010001087526,2016,825926.0,0.0,0.0,225.0,Corporate,Very large company,997.0,,JP,JP,9.4,9.40000
345,CN42035PC,2016,2258721566.0,0.0,0.0,25159.0,Corporate,Very large company,999.0,,CN,CN,35.0,35.00000
346,JP7010001089380,2015,33436666.0,0.0,0.0,1406.0,Corporate,Very large company,1002.0,,JP,JP,14.8,14.80000
347,JP7010001089380,2015,18079974.0,0.0,0.0,591.0,Corporate,Very large company,1002.0,,JP,JP,14.8,14.80000
348,CN41021PC,2016,21419969.0,7.94,6505245.0,1003.0,Corporate,Very large company,1005.0,,CN,CN,11.59,22.02000
349,AU004336636,2016,30595201.0,0.0,0.0,,Corporate,Very large company,1007.0,,AU,AU,10.0,20.00000
350,AU004336636,2005,111767000.0,0.0,0.0,5349.0,Corporate,Very large company,2729.0,2.51*,AU,AU,5.43,11.18000
351,AU004336636,2004,87402000.0,0.0,0.0,5158.0,Corporate,Very large company,4350.0,1.52,AU,AU,5.49,5.49000
352,AU004336636,2005,111767000.0,0.0,0.0,5349.0,Corporate,Very large company,5896.0,1.05*,AU,AU,2.19,14.46000
353,JP9011801005756,2017,15893891.0,0.0,0.0,741.0,Corporate,Very large company,1010.0,,JP,JP,9.54,9.54000
354,JP9011801005756,2017,3447338.0,0.0,0.0,41.0,Corporate,Very large company,1010.0,,JP,JP,9.54,9.54000
355,CN48194PC,2017,7672845.0,4.17,1096889.0,586.0,Corporate,Very large company,1012.0,,CN,CN,31.25,31.25000
356,AU000014675,2015,3113801970.0,0.0,0.0,197000.0,Corporate,Very large company,1013.0,,AU,AU,25.0,25.00000
357,JP2010401068617,2017,6333118.0,0.0,0.0,710.0,Corporate,Very large company,1018.0,,JP,JP,14.1,14.10000
358,JP2010401068617,2017,,0.0,0.0,491.0,Corporate,Very large company,1018.0,,JP,JP,14.1,14.10000
359,JP9011501020139,2017,22016097.0,0.0,0.0,2162.0,Corporate,Very large company,1023.0,,JP,JP,11.2,25.20000
360,JP9011501020139,2017,,0.0,0.0,39.0,Corporate,Very large company,1023.0,,JP,JP,11.2,25.20000
361,JP9011501020139,2017,22016097.0,0.0,0.0,2162.0,Corporate,Very large company,1024.0,,JP,JP,29.1,29.10000
362,JP9011501020139,2017,,0.0,0.0,39.0,Corporate,Very large company,1024.0,,JP,JP,29.1,29.10000
363,JP9011501020139,2021,,,,,,,4172.0,1.71,JP,JP,21.6,21.60000
364,JP7011101025151,2017,2692761.0,1.72,278757.0,66.0,Corporate,Very large company,1026.0,,JP,JP,38.08,48.08000
365,JP7011101025151,2017,1440288.0,1.9,278757.0,53.0,Corporate,Very large company,1026.0,,JP,JP,38.08,48.08000
366,NL24295332,2013,771700000.0,0.0,0.0,4454.0,Corporate,Very large company,1038.0,,NL,NL,2.5,47.50000
367,RU05766824,2013,7211604.0,0.0,0.0,2012.0,Corporate,Very large company,1044.0,,RU,RU,22.347,22.34700
368,RU33741102,2010,834710692.0,0.0,0.0,15879.0,Corporate,Very large company,1056.0,,RU,RU,49.01,49.01000
369,RU33741102,2010,,0.0,0.0,2179.0,Corporate,Very large company,1056.0,,RU,RU,49.01,49.01000
370,RU33741102,2010,834710692.0,0.0,0.0,15879.0,Corporate,Very large company,1058.0,,RU,RU,48.36,48.36000
371,RU33741102,2010,,0.0,0.0,2179.0,Corporate,Very large company,1058.0,,RU,RU,48.36,48.36000
372,RU33741102,2011,931549886.0,0.0,0.0,47014.0,Corporate,Very large company,3817.0,13.42*,RU,RU,26.258,26.25800
373,RU33741102,2011,,0.0,0.0,2246.0,Corporate,Very large company,3817.0,13.42*,RU,RU,26.258,26.25800
374,RU33741102,2013,858478379.0,0.0,0.0,59670.0,Corporate,Very large company,4424.0,1.43*,RU,RU,4.033,22.07300
375,RU33741102,2013,,0.0,0.0,494.0,Corporate,Very large company,4424.0,1.43*,RU,RU,4.033,22.07300
376,RU33741102,2013,858478379.0,0.0,0.0,59670.0,Corporate,Very large company,7153.0,8.67*,RU,RU,6.083,9.90400
377,RU33741102,2013,,0.0,0.0,494.0,Corporate,Very large company,7153.0,8.67*,RU,RU,6.083,9.90400
378,RU33741102,2010,834710692.0,0.0,0.0,15879.0,Corporate,Very large company,7944.0,0.01,RU,RU,0.003,32.69500
379,RU33741102,2010,,0.0,0.0,2179.0,Corporate,Very large company,7944.0,0.01,RU,RU,0.003,32.69500
380,RU74994513,2012,,,,,,,1057.0,,RU,RU,25.06,25.06000
381,RU74994513,2011,,,,,,,2224.0,5.76*,RU,RU,17.37,17.37000
382,RU74994513,2012,,,,,,,2544.0,2.80*,RU,RU,21.21,21.21000
383,RU74994513,2010,,0.0,0.0,274.0,Corporate,Very large company,4396.0,1.47*,RU,RU,17.78,17.78000
384,RU74994513,2010,,0.0,0.0,274.0,Corporate,Very large company,5824.0,1.16*,RU,RU,3.82,17.73000
385,RU74994513,2013,,,,,,,6617.0,0.40*,RU,RU,16.267,21.83800
386,CN31072PC,2006,576108000.0,0.0,0.0,1777.0,Corporate,Very large company,1063.0,106.16,CN,CN,11.189,11.23800
387,CN31072PC,2020,,,,,,,1074.0,103.6,CN,CN,2.0,12.00000
388,CN31072PC,2019,5247164044.0,0.08,5232002.0,4129.0,Corporate,Very large company,1220.0,78.16,CN,CN,1.61,5.93000
389,CN31072PC,2021,,,,,,,1224.0,77.74,CN,CN,1.0,14.73000
390,CN31072PC,2020,,,,,,,1239.0,76.16,CN,CN,1.0,13.90000
391,CN31072PC,2007,687124000.0,0.0,0.0,2185.0,Corporate,Very large company,1317.0,67.09,CN,CN,10.0,10.00000
392,CN31072PC,2020,,,,,,,1328.0,65.04,CN,CN,1.0,12.69000
393,CN31072PC,2020,,,,,,,1477.0,49.87*,CN,CN,1.0,14.00000
394,CN31072PC,2020,,,,,,,1481.0,49.79*,CN,CN,2.0,7.00000
395,CN31072PC,2020,,,,,,,1516.0,47.46*,CN,CN,1.0,13.00000
396,CN31072PC,2020,,,,,,,1580.0,43.26,CN,CN,1.0,6.93000
397,CN31072PC,2020,,,,,,,1583.0,43.13*,CN,CN,1.0,7.93000
398,CN31072PC,2020,,,,,,,1697.0,37.37*,CN,CN,1.14,8.14000
399,CN31072PC,2020,,,,,,,1722.0,35.83*,CN,CN,1.0,9.14000
400,CN31072PC,2020,,,,,,,1734.0,35.32,CN,CN,0.99,25.35000
401,CN31072PC,2020,,,,,,,1763.0,34.00*,CN,CN,1.0,6.00000
402,CN31072PC,2020,,,,,,,1802.0,32.49*,CN,CN,1.0,7.00000
403,CN31072PC,2020,,,,,,,3120.0,24.43*,CN,CN,1.0,8.00000
404,CN31072PC,2018,5479940714.0,0.08,5415023.0,4077.0,Corporate,Very large company,3161.0,23.43*,CN,CN,1.011,16.24000
405,CN31072PC,2020,,,,,,,3176.0,23.01*,CN,CN,1.0,9.00000
406,CN31072PC,2020,,,,,,,3564.0,16.20*,CN,CN,0.21,12.90000
407,CN31072PC,2019,5247164044.0,0.08,5232002.0,4129.0,Corporate,Very large company,8800.0,332.57,CN,CN,5.0,10.00000
408,CN31072PC,2007,687124000.0,0.0,0.0,2185.0,Corporate,Very large company,8831.0,294.03,CN,CN,45.0,45.00000
409,CN31072PC,2018,5479940714.0,0.08,5415023.0,4077.0,Corporate,Very large company,8844.0,282.71*,CN,CN,5.0,5.00000
410,CN31072PC,2019,5247164044.0,0.08,5232002.0,4129.0,Corporate,Very large company,8858.0,264.6,CN,CN,5.0,10.00000
411,CN31072PC,2020,,,,,,,9061.0,139.04,CN,CN,2.0,12.00000
412,CN31072PC,2017,5552826067.0,0.06,3690572.0,4036.0,Corporate,Very large company,9085.0,129.54,CN,CN,10.2,10.20000
413,JP6040001003380,2007,1995810000.0,0.0,0.0,63163.0,Corporate,Very large company,1065.0,105.48,JP,JP,20.33,20.33000
414,JP6040001003380,2007,,0.0,0.0,63163.0,Corporate,Very large company,1065.0,105.48,JP,JP,20.33,20.33000
415,JP6040001003380,2013,2896571339.0,0.0,0.0,91646.0,Corporate,Very large company,1089.0,100.06,JP,JP,24.324,49.18200
416,JP6040001003380,2013,,6.09,22031511.0,418.0,Corporate,Very large company,1089.0,100.06,JP,JP,24.324,49.18200
417,JP6040001003380,2008,1881367000.0,0.0,0.0,70341.0,Corporate,Very large company,2002.0,6.72*,JP,JP,1.191,19.26200
418,JP6040001003380,2008,,0.0,0.0,70341.0,Corporate,Very large company,2002.0,6.72*,JP,JP,1.191,19.26200
419,JP6040001003380,2010,2309106889.0,0.0,0.0,76520.0,Corporate,Very large company,3202.0,22.49,JP,JP,13.279,46.50800
420,JP6040001003380,2008,1881367000.0,0.0,0.0,70341.0,Corporate,Very large company,3758.0,13.97*,JP,JP,12.704,27.71400
421,JP6040001003380,2008,,0.0,0.0,70341.0,Corporate,Very large company,3758.0,13.97*,JP,JP,12.704,27.71400
422,JP6040001003380,2011,2773505847.0,0.0,0.0,74465.0,Corporate,Very large company,7271.0,7.83*,JP,JP,2.25,34.21000
423,JP3010401038783,2003,,,,,,,1068.0,105.4,JP,JP,32.9,32.90000
424,FR343134763,2020,,,,,,,1070.0,105.31*,FR,FR,5.98,21.19000
425,FR343134763,2020,,,,,,,1558.0,44.61*,FR,FR,2.38,13.36000
426,FR343134763,2021,,,,,,,8711.0,594.91,FR,FR,17.93,45.10000
427,FR343134763,2020,,,,,,,8861.0,262.13*,FR,FR,10.98,10.98000
428,FR343134763,2020,,,,,,,9157.0,109.13*,FR,FR,5.47,26.66000
429,DE2370010537,2003,424800000.0,0.0,0.0,3488.0,Corporate,Very large company,1073.0,104.1,DE,DE,5.26,37.36000
430,DE2370010537,2003,424800000.0,0.0,0.0,3488.0,Corporate,Very large company,8698.0,635.31,DE,DE,32.1,32.10000
431,DE2370010537,2003,424800000.0,0.0,0.0,3488.0,Corporate,Very large company,8819.0,305,DE,DE,32.36,32.36000
432,DE2370010537,2003,424800000.0,0.0,0.0,3488.0,Corporate,Very large company,8916.0,209.79,DE,DE,10.6,47.96000
433,CN32256PC,2009,452364000.0,0.89,45505000.0,25830.0,Corporate,Very large company,1076.0,103.14,CN,CN,29.0,29.00000
434,CN45244PC,2021,,,,,,,1077.0,102.73,CN,CN,40.0,40.00000
435,KR1301110006246,2014,19552156799.0,6.98,10778398623.0,,Corporate,Very large company,1078.0,102.67,KR,KR,3.953,8.62500
437,KR1301110006246,2014,10843949362.0,9.3,9602391945.0,99382.0,Corporate,Very large company,1078.0,102.67,KR,KR,3.953,8.62500
439,SE5569817660,2021,,,,,,,1079.0,102.57*,SE,SE,4.969,25.02100
440,SE5569817660,2021,,,,,,,8745.0,452.87,SE,SE,20.08,20.08000
441,SE5569817660,2021,,,,,,,8965.0,179.00*,SE,SE,20.6,20.60000
442,AU008421761,2003,,,,,,,1084.0,100.93,AU,AU,19.9,19.90000
443,JP4010001008806,2007,287667000.0,0.68,31474000.0,21028.0,Corporate,Very large company,1088.0,100.1,JP,JP,35.0,35.00000
444,ESA85845535,2022,,,,,,,1090.0,100,ES,ES,20.0,20.00000
445,CA20070NC,2016,4378454956.0,0.0,0.0,,Corporate,Very large company,1095.0,99.08,CA,CA,4.118,19.90000
446,AU116024536,2006,40956000.0,0.0,0.0,,Corporate,Very large company,1097.0,98.63,AU,AU,13.8,13.80000
447,AU116024536,2006,40956419.0,0.0,0.0,,Corporate,Very large company,1097.0,98.63,AU,AU,13.8,13.80000
448,AU064530516,2007,66858000.0,0.0,0.0,2243.0,Corporate,Very large company,1101.0,97.95,AU,AU,5.84,5.84000
449,AU064530516,2007,66858192.0,0.0,0.0,2243.0,Corporate,Very large company,1101.0,97.95,AU,AU,5.84,5.84000
450,AU064530516,2007,66858000.0,0.0,0.0,2243.0,Corporate,Very large company,1766.0,33.87,AU,AU,1.95,9.70000
451,AU064530516,2007,66858192.0,0.0,0.0,2243.0,Corporate,Very large company,1766.0,33.87,AU,AU,1.95,9.70000
452,AU064530516,2007,66858000.0,0.0,0.0,2243.0,Corporate,Very large company,1785.0,32.90*,AU,AU,1.91,7.75000
453,AU064530516,2007,66858192.0,0.0,0.0,2243.0,Corporate,Very large company,1785.0,32.90*,AU,AU,1.91,7.75000
454,AU064530516,2007,66858000.0,0.0,0.0,2243.0,Corporate,Very large company,3052.0,26.22,AU,AU,2.6,13.65000
455,AU064530516,2007,66858192.0,0.0,0.0,2243.0,Corporate,Very large company,3052.0,26.22,AU,AU,2.6,13.65000
456,AU064530516,2007,66858000.0,0.0,0.0,2243.0,Corporate,Very large company,3068.0,25.68,AU,AU,1.53,16.18000
457,AU064530516,2007,66858192.0,0.0,0.0,2243.0,Corporate,Very large company,3068.0,25.68,AU,AU,1.53,16.18000
458,AU064530516,2007,66858000.0,0.0,0.0,2243.0,Corporate,Very large company,3148.0,23.68*,AU,AU,1.35,11.05000
459,AU064530516,2007,66858192.0,0.0,0.0,2243.0,Corporate,Very large company,3148.0,23.68*,AU,AU,1.35,11.05000
460,AU064530516,2007,66858000.0,0.0,0.0,2243.0,Corporate,Very large company,3257.0,21.31*,AU,AU,1.45,6.70000
461,AU064530516,2007,66858192.0,0.0,0.0,2243.0,Corporate,Very large company,3257.0,21.31*,AU,AU,1.45,6.70000
462,AU064530516,2007,66858000.0,0.0,0.0,2243.0,Corporate,Very large company,3412.0,18.45*,AU,AU,1.2,20.00000
463,AU064530516,2007,66858192.0,0.0,0.0,2243.0,Corporate,Very large company,3412.0,18.45*,AU,AU,1.2,20.00000
464,AU064530516,2007,66858000.0,0.0,0.0,2243.0,Corporate,Very large company,3532.0,16.61*,AU,AU,1.02,18.80000
465,AU064530516,2007,66858192.0,0.0,0.0,2243.0,Corporate,Very large company,3532.0,16.61*,AU,AU,1.02,18.80000
466,AU064530516,2007,66858000.0,0.0,0.0,2243.0,Corporate,Very large company,3540.0,16.54*,AU,AU,1.0,14.65000
467,AU064530516,2007,66858192.0,0.0,0.0,2243.0,Corporate,Very large company,3540.0,16.54*,AU,AU,1.0,14.65000
468,AU064530516,2004,33802000.0,0.0,0.0,1447.0,Corporate,Very large company,4224.0,1.64,AU,AU,7.24,18.98000
469,AU064530516,2010,225426000.0,0.0,0.0,10481.0,Corporate,Very large company,6134.0,0.79*,AU,AU,6.417,13.62100
470,AU064530516,2010,225425761.0,0.0,0.0,10481.0,Corporate,Very large company,6134.0,0.79*,AU,AU,6.417,13.62100
471,AU064530516,2012,283204570.0,0.0,0.0,10863.0,Corporate,Very large company,6664.0,0.38*,AU,AU,1.49,19.77700
472,AU064530516,2012,283204570.0,0.0,0.0,10863.0,Corporate,Very large company,6701.0,0.35,AU,AU,1.429,18.68600
473,AU064530516,2012,283204570.0,0.0,0.0,10863.0,Corporate,Very large company,6799.0,0.29*,AU,AU,3.941,17.03000
474,RU59060606,2010,-35995255.0,0.0,0.0,,Corporate,Very large company,1102.0,97.51,RU,RU,25.0,25.00000
475,RU59060606,2010,,0.0,0.0,117.0,Corporate,Very large company,1102.0,97.51,RU,RU,25.0,25.00000
476,RU59060606,2010,-35995255.0,0.0,0.0,,Corporate,Very large company,1103.0,97.51,RU,RU,25.0,25.00000
